timestamp,uuid,Pan,transactionamount,merchantname,cardissueridencode,State,approved,request,response,messagetypequalifier,messageformat,transactiontype
1.52728E+12,2.71E+06,a1,4000,Merc01,A01,ky,1,0,1,WTD,C,4012WTDC
1.52728E+12,3.29E+06,a2,1107,Merc02,A02,nc,1,1,0,0,N,0
1.52729E+12,5.04E+06,a3,12550,Merc03,A03,ga,1,1,0,0,N,0
1.5273E+12,7.14E+06,a4,8355,Merc04,A04,tn,1,1,0,PUR,B,4011PURB
1.52731E+12,8.27E+06,a5,654,Merc05,A05,wi,1,1,0,0,N,0
1.52732E+12,1.02E+07,a6,1650,Merc06,A06,sc,1,1,0,0,N,0
1.52734E+12,1.26E+07,a7,4000,Merc07,A07,ut,1,1,0,WTD,C,4011WTDC
1.52736E+12,1.43E+07,a8,2714,Merc08,A08,ga,1,0,0,PCP,B,4013PCPB
1.52738E+12,1.56E+07,a9,10700,Merc09,A09,mi,1,1,0,9,N,9
1.5274E+12,1.73E+07,a10,2978,Merc10,A10,al,1,0,1,PUR,B,4012PURB
1.52742E+12,1.95E+07,a11,6000,Merc11,A11,ca,1,1,0,0,N,0
1.52745E+12,2.14E+07,a12,17221,Merc12,A12,sc,1,1,0,9,N,9
1.52748E+12,2.33E+07,a13,0,Merc13,A13,va,0,0,1,50,N,50
1.52751E+12,2.42E+07,a14,2899,Merc13,A14,ma,1,0,1,20,N,20
1.52754E+12,2.63E+07,a15,19087,Merc14,A15,ga,1,1,0,0,N,0
1.52758E+12,2.79E+07,a16,199,Merc15,A16,tn,1,1,0,0,N,0
1.52762E+12,2.79E+07,a17,2166,Merc13,A17,wa,1,1,0,50,N,50
1.52766E+12,2.81E+07,a18,4000,Merc16,A18,wa,1,0,1,WTD,A,4012WTDA
1.5277E+12,3.02E+07,a19,705,Merc17,A19,sc,1,1,0,0,N,0
1.52774E+12,3.08E+07,a20,1000,Merc18,A20,or,1,0,1,PUR,B,4012PURB
1.52778E+12,3.40E+07,a21,1477,Merc19,A21,wa,1,1,0,0,N,0
1.52782E+12,3.60E+07,a22,10000,Merc20,A22,hi,1,1,0,0,N,0
1.52787E+12,3.94E+07,a23,580,Merc21,A16,az,1,1,0,0,N,0
1.52792E+12,4.26E+07,a24,10100,Merc22,A01,oh,1,0,1,PRA,B,1012PRAB
1.52797E+12,4.41E+07,a25,2497,Merc23,A19,ma,1,1,0,0,N,0
1.52802E+12,4.61E+07,a26,8000,Merc24,A20,ks,1,1,0,WTD,C,4011WTDC
1.52807E+12,4.81E+07,a27,1500,Merc25,A16,tx,1,1,0,1,N,1
1.52813E+12,4.88E+07,a28,2524,Merc26,A23,wi,1,1,0,0,N,0
1.52819E+12,5.11E+07,a27,1500,Merc25,A24,oh,1,0,1,1,N,1
1.52825E+12,5.13E+07,a29,6155,Merc27,A25,oh,1,0,1,9,N,9
1.52831E+12,5.44E+07,a30,0,Merc28,A26,pa,1,0,1,ABI,A,2012ABIA
1.52837E+12,5.68E+07,a31,1236,Merc29,A27,sc,1,1,0,PUR,B,4011PURB
1.52843E+12,5.83E+07,a32,3156,Merc30,A19,pa,1,1,0,9,N,9
1.5285E+12,5.88E+07,a33,4845,Merc31,A19,ks,1,1,0,56,N,56
1.52857E+12,5.94E+07,a34,15000,Merc32,A28,ny,1,1,0,PRA,B,1011PRAB
1.52864E+12,6.26E+07,a35,7500,Merc33,A29,nc,1,1,0,0,N,0
1.52871E+12,6.52E+07,a36,70000,Merc34,A30,pa,0,0,1,WTD,C,4012WTDC
1.52878E+12,6.68E+07,a37,4583,Merc35,A31,ca,1,1,0,PUR,B,4011PURB
1.52885E+12,6.96E+07,a38,6000,Merc24,A20,pa,1,0,1,WTD,C,4012WTDC
1.52893E+12,7.14E+07,a39,7500,Merc36,A11,mo,1,1,0,0,N,0
1.52901E+12,7.21E+07,a40,687,Merc37,A32,md,1,0,1,PUR,B,4012PURB
1.52909E+12,7.40E+07,a41,2723,Merc38,A33,tx,1,0,1,PUR,B,4012PURB
1.52918E+12,7.51E+07,a42,636,Merc39,A04,oh,1,1,0,PUR,B,4011PURB
1.52926E+12,7.62E+07,a43,2603,Merc40,A34,fl,1,0,1,0,N,0
1.52935E+12,7.79E+07,a44,2193,Merc12,A13,ky,1,0,1,0,N,0
1.52944E+12,7.91E+07,a45,1224,Merc41,A35,tx,1,0,1,PUR,B,4012PURB
1.52953E+12,8.11E+07,a46,181,Merc15,A36,la,1,0,1,0,N,0
1.52962E+12,8.11E+07,a47,10000,Merc42,A19,md,1,1,0,0,N,0
1.52972E+12,8.14E+07,a48,5395,Merc35,A37,tn,1,0,1,PUR,B,4012PURB
1.52981E+12,8.38E+07,a49,633,Merc43,A38,sc,1,0,1,0,N,0
1.52991E+12,8.47E+07,a50,4000,Merc44,A39,ut,1,1,0,1,N,1
1.53001E+12,8.61E+07,a51,7735,Merc14,A19,la,1,1,0,0,N,0
1.53012E+12,8.95E+07,a52,7200,Merc45,A19,sc,1,1,0,0,N,0
1.53022E+12,9.29E+07,a53,498,Merc46,A40,ca,1,0,1,PUR,B,4012PURB
1.53033E+12,9.33E+07,a54,325,Merc47,A41,tx,0,0,1,PUR,B,4012PURB
1.53044E+12,9.44E+07,a55,10000,Merc48,A42,oh,1,1,0,WTD,C,4011WTDC
1.53055E+12,9.79E+07,a56,1397,Merc49,A43,in,1,1,0,0,N,0
1.53066E+12,9.96E+07,a57,1372,Merc15,A06,ca,1,1,0,0,N,0
1.53077E+12,1.00E+08,a58,10703,Merc50,A39,co,1,1,0,0,N,0
1.53089E+12,1.01E+08,a59,1162,Merc51,A44,ri,1,1,0,0,N,0
1.531E+12,1.01E+08,a60,1597,Merc14,A19,ca,1,1,0,0,N,0
1.53112E+12,1.01E+08,a61,3721,Merc35,A20,tx,1,0,1,PUR,B,4012PURB
1.53123E+12,1.03E+08,a62,6929,Merc52,A19,pa,1,1,0,9,N,9
1.53135E+12,1.04E+08,a63,6000,Merc53,A31,ca,1,1,0,WTD,A,4011WTDA
1.53148E+12,1.07E+08,a64,10000,Merc54,A45,ca,1,1,0,PRA,B,1011PRAB
1.5316E+12,1.09E+08,a65,3199,Merc13,A46,mi,1,0,1,50,N,50
1.53173E+12,1.13E+08,a66,748,Merc55,A19,oh,1,1,0,0,N,0
1.53185E+12,1.16E+08,a67,2029,Merc56,A47,nv,1,1,0,PUR,B,4011PURB
1.53198E+12,1.17E+08,a68,1900,Merc57,A48,tn,1,0,1,PRA,B,1012PRAB
1.53212E+12,1.18E+08,a69,20000,Merc34,A49,wa,1,0,1,WTD,C,4012WTDC
1.53225E+12,1.18E+08,a70,3375,Merc14,A19,ny,1,1,0,0,N,0
1.53239E+12,1.20E+08,a71,835,Merc58,A50,ny,1,0,1,0,N,0
1.53253E+12,1.22E+08,a72,12000,Merc48,A51,fl,1,0,1,DEP,C,4012DEPC
1.53267E+12,1.24E+08,a73,7600,Merc59,A52,pa,1,0,1,PRA,B,1012PRAB
1.53281E+12,1.26E+08,a74,4400,Merc14,A19,mi,1,1,0,0,N,0
1.53296E+12,1.27E+08,a75,9747,Merc60,A53,ri,1,1,0,PUR,B,4011PURB
1.5331E+12,1.28E+08,a76,9239,Merc61,A54,pa,1,1,0,0,N,0
1.53325E+12,1.31E+08,a77,3528,Merc62,A55,ia,1,1,0,0,N,0
1.5334E+12,1.34E+08,a77,3528,Merc62,A56,in,1,0,1,0,N,0
1.53355E+12,1.35E+08,a78,12000,Merc63,A57,ut,1,0,1,WTD,A,4012WTDA
1.5337E+12,1.37E+08,a79,4000,Merc64,A19,ga,1,1,0,1,N,1
1.53385E+12,1.40E+08,a80,4248,Merc65,A58,oh,1,0,0,PCP,B,4013PCPB
1.53401E+12,1.40E+08,a81,30000,Merc66,A19,oh,1,1,0,1,N,1
1.53417E+12,1.41E+08,a82,3774,Merc67,A59,fl,1,1,0,0,N,0
1.53432E+12,1.41E+08,a83,14000,Merc68,A19,pa,1,1,0,1,N,1
1.53449E+12,1.42E+08,a84,4000,Merc48,A60,vt,1,0,1,WTD,C,4012WTDC
1.53465E+12,1.43E+08,a85,1000,Merc69,A08,ny,1,1,0,PRA,B,1011PRAB
1.53481E+12,1.46E+08,a86,3635,Merc70,A15,mi,1,0,1,0,N,0
1.53498E+12,1.46E+08,a87,518,Merc15,A16,md,1,1,0,0,N,0
1.53515E+12,1.47E+08,a88,3003,Merc71,A12,oh,1,1,0,0,N,0
1.53532E+12,1.50E+08,a89,4059,Merc72,A19,nc,1,1,0,0,N,0
1.53549E+12,1.50E+08,a90,4400,Merc73,A07,sc,1,1,0,PUR,B,4011PURB
1.53566E+12,1.50E+08,a91,10000,Merc15,A61,pa,1,1,0,0,N,0
1.53584E+12,1.52E+08,a92,691,Merc74,A62,va,1,0,1,PUR,B,4012PURB
1.53602E+12,1.53E+08,a93,2851,Merc75,A30,pa,1,1,0,PUR,B,4011PURB
1.5362E+12,1.55E+08,a94,738,Merc76,A63,ok,1,0,1,0,N,0
1.53639E+12,1.56E+08,a95,673,Merc77,A42,tx,1,1,0,PUR,B,4011PURB
1.53657E+12,1.59E+08,a96,988,Merc78,A19,ky,1,1,0,0,N,0
1.53676E+12,1.61E+08,a97,11149,Merc79,A04,va,1,1,0,PUR,B,4011PURB
1.53695E+12,1.62E+08,a98,3356,Merc80,A64,ks,1,1,0,PUR,B,4011PURB
1.53714E+12,1.65E+08,a99,2000,Merc66,A39,ri,1,1,0,1,N,1
1.53733E+12,1.68E+08,a100,3918,Merc81,A65,in,1,0,1,PUR,B,4012PURB
1.53752E+12,1.69E+08,a101,2000,Merc82,A66,nc,1,1,0,0,N,0
1.53771E+12,1.70E+08,a102,2064,Merc83,A48,tx,1,0,0,PCP,B,4013PCPB
1.53791E+12,1.70E+08,a103,5384,Merc84,A67,mi,1,1,0,PUR,B,4011PURB
1.53811E+12,1.74E+08,a104,940,Merc85,A20,ga,1,1,0,PUR,B,4011PURB
1.53831E+12,1.75E+08,a105,1827,Merc86,A19,nc,1,1,0,0,N,0
1.53851E+12,1.76E+08,a106,4994,Merc87,A11,ca,1,1,0,9,N,9
1.53872E+12,1.79E+08,a107,5994,Merc88,A68,oh,1,0,1,PUR,B,4012PURB
1.53892E+12,1.82E+08,a108,4000,Merc33,A60,oh,1,1,0,PRA,B,1011PRAB
1.53913E+12,1.85E+08,a109,0,Merc89,A69,oh,0,0,1,0,N,0
1.53934E+12,1.86E+08,a110,189,Merc13,A70,fl,1,0,1,50,N,50
1.53956E+12,1.88E+08,a111,1889,Merc13,A71,de,1,1,0,50,N,50
1.53977E+12,1.90E+08,a112,7500,Merc33,A72,oh,1,1,0,0,N,0
1.53999E+12,1.92E+08,a113,448,Merc90,A07,ga,1,0,1,PUR,B,4012PURB
1.54021E+12,1.95E+08,a114,925,Merc91,A73,wa,1,1,0,PUR,B,4011PURB
1.54043E+12,1.97E+08,a115,690,Merc35,A40,wa,1,0,1,PUR,B,4012PURB
1.54065E+12,1.99E+08,a116,7451,Merc14,A19,ok,1,1,0,0,N,0
1.54087E+12,2.01E+08,a117,2359,Merc92,A13,ne,1,0,1,0,N,0
1.5411E+12,2.01E+08,a118,32000,Merc93,A67,oh,1,1,0,DEP,C,4011DEPC
1.54132E+12,2.03E+08,a119,4762,Merc94,A74,nj,1,1,0,0,N,0
1.54155E+12,2.06E+08,a120,4667,Merc95,A75,il,1,0,1,PUR,B,4012PURB
1.54177E+12,2.08E+08,a121,3646,Merc04,A45,tn,1,0,1,PUR,B,4012PURB
1.542E+12,2.09E+08,a122,2000,Merc96,A76,mo,1,1,0,0,N,0
1.54223E+12,2.11E+08,a123,1814,Merc97,A75,tx,1,1,0,PUR,B,4011PURB
1.54246E+12,2.13E+08,a124,1200,Merc98,A10,tx,1,0,1,PRA,B,1012PRAB
1.54269E+12,2.16E+08,a125,1247,Merc99,A01,ga,1,0,1,PUR,B,4012PURB
1.54293E+12,2.19E+08,a126,1000,Merc100,A40,fl,1,1,0,PRA,B,1011PRAB
1.54316E+12,2.21E+08,a127,9303,Merc12,A12,nm,1,1,0,9,N,9
1.5434E+12,2.22E+08,a128,636,Merc101,A75,ma,1,1,0,PUR,B,4011PURB
1.54365E+12,2.24E+08,a129,9100,Merc102,A30,wi,1,1,0,PRA,B,1011PRAB
1.54389E+12,2.24E+08,a30,0,Merc28,A26,tx,1,0,1,ABI,A,2012ABIA
1.54414E+12,2.27E+08,a130,3190,Merc103,A13,nc,1,0,1,0,N,0
1.54439E+12,2.28E+08,a131,0,Merc104,A77,md,0,0,1,0,N,0
1.54464E+12,2.31E+08,a132,20000,Merc66,A19,ga,1,1,0,1,N,1
1.5449E+12,2.31E+08,a133,10000,Merc105,A19,ny,1,1,0,0,N,0
1.54515E+12,2.33E+08,a134,799,Merc106,A08,fl,1,0,0,PUR,B,4013PURB
1.54541E+12,2.36E+08,a135,4000,Merc34,A58,ut,1,1,0,WTD,C,4011WTDC
1.54567E+12,2.36E+08,a136,8097,Merc107,A21,ny,1,1,0,0,N,0
1.54593E+12,2.36E+08,a137,40000,Merc108,A62,pa,1,0,1,WTD,A,4012WTDA
1.54619E+12,2.37E+08,a138,652,Merc109,A78,ca,1,1,0,PUR,B,4011PURB
1.54646E+12,2.38E+08,a139,6371,Merc110,A79,nj,1,1,0,PUR,B,4011PURB
1.54672E+12,2.38E+08,a140,2124,Merc13,A21,ma,1,1,0,50,N,50
1.54699E+12,2.40E+08,a141,6950,Merc111,A80,tn,1,1,0,0,N,0
1.54726E+12,2.40E+08,a142,3100,Merc112,A75,al,1,0,0,PCP,B,4013PCPB
1.54754E+12,2.43E+08,a143,3007,Merc113,A81,wv,1,1,0,PUR,B,4011PURB
1.54781E+12,2.45E+08,a144,11085,Merc114,A82,wa,1,1,0,PUR,B,4011PURB
1.54809E+12,2.46E+08,a145,200146,Merc115,A08,nc,0,0,1,PUR,B,4012PURB
1.54837E+12,2.50E+08,a146,6000,Merc116,A14,mi,1,1,0,1,N,1
1.54865E+12,2.51E+08,a147,2069,Merc117,A83,tn,1,1,0,0,N,0
1.54893E+12,2.54E+08,a148,1872,Merc118,A84,pa,1,1,0,0,N,0
1.54922E+12,2.57E+08,a149,1373,Merc119,A13,fl,1,0,1,0,N,0
1.5495E+12,2.58E+08,a150,104,Merc120,A07,md,1,0,1,PUR,B,4012PURB
1.54979E+12,2.61E+08,a151,4008,Merc121,A45,mt,1,0,0,PCP,B,4013PCPB
1.55008E+12,2.61E+08,a152,6000,Merc24,A20,co,1,1,0,WTD,C,4011WTDC
1.55037E+12,2.63E+08,a153,1794,Merc122,A19,va,1,1,0,0,N,0
1.55066E+12,2.65E+08,a154,549,Merc123,A85,co,1,0,1,9,N,9
1.55095E+12,2.68E+08,a155,1170,Merc124,A86,tn,1,0,1,0,N,0
1.55125E+12,2.69E+08,a156,6000,Merc125,A87,oh,1,0,1,9,N,9
1.55154E+12,2.70E+08,a157,7500,Merc33,A43,ri,1,0,1,0,N,0
1.55185E+12,2.74E+08,a158,1436,Merc126,A88,fl,1,1,0,0,N,0
1.55215E+12,2.77E+08,a159,1399,Merc127,A16,ca,1,1,0,9,N,9
1.55245E+12,2.78E+08,a160,4137,Merc128,A35,ar,1,0,1,PUR,B,4012PURB
1.55276E+12,2.79E+08,a161,2357,Merc14,A89,ca,1,1,0,0,N,0
1.55307E+12,2.80E+08,a162,9100,Merc129,A60,tn,1,1,0,PRA,B,1011PRAB
1.55338E+12,2.83E+08,a163,30035,Merc130,A90,co,1,1,0,0,N,0
1.5537E+12,2.86E+08,a164,2486,Merc131,A91,sc,1,0,1,0,N,0
1.55401E+12,2.87E+08,a165,8830,Merc132,A92,nv,1,1,0,PUR,B,4011PURB
1.55433E+12,2.88E+08,a166,1512,Merc133,A93,oh,1,1,0,0,N,0
1.55465E+12,2.91E+08,a167,7000,Merc34,A94,ca,1,1,0,WTD,C,4011WTDC
1.55497E+12,2.94E+08,a168,735,Merc134,A95,oh,1,1,0,0,N,0
1.55529E+12,2.97E+08,a169,10000,Merc135,A08,in,1,1,0,WTD,A,4011WTDA
1.55561E+12,3.00E+08,a170,6000,Merc136,A96,az,1,0,1,WTD,A,4012WTDA
1.55594E+12,3.03E+08,a171,903,Merc137,A97,pa,1,1,0,0,N,0
1.55627E+12,3.03E+08,a172,1238,Merc138,A20,or,1,1,0,PUR,B,4011PURB
1.55659E+12,3.05E+08,a173,8175,Merc139,A67,tn,1,1,0,PUR,B,4011PURB
1.55692E+12,3.06E+08,a174,1897,Merc140,A98,ca,1,0,1,0,N,0
1.55725E+12,3.08E+08,a175,5008,Merc35,A99,ny,1,1,0,PUR,B,4011PURB
1.55759E+12,3.09E+08,a176,1048,Merc131,A15,mi,1,1,0,0,N,0
1.55792E+12,3.11E+08,a177,10000,Merc141,A100,il,1,1,0,1,N,1
1.55826E+12,3.14E+08,a178,1000,Merc142,A11,ca,1,1,0,0,N,0
1.5586E+12,3.15E+08,a179,474,Merc04,A04,tn,1,0,1,PUR,B,4012PURB
1.55894E+12,3.18E+08,a180,357,Merc143,A101,sc,1,1,0,0,N,0
1.55928E+12,3.20E+08,a181,11747,Merc144,A75,ca,1,0,1,PUR,B,4012PURB
1.55962E+12,3.21E+08,a182,1249,Merc145,A70,fl,1,1,0,0,N,0
1.55997E+12,3.25E+08,a183,10000,Merc34,A30,tn,1,1,0,WTD,C,4011WTDC
1.56031E+12,3.26E+08,a184,2401,Merc35,A75,mi,1,1,0,PUR,B,4011PURB
1.56066E+12,3.29E+08,a185,2000,Merc146,A19,ca,1,1,0,1,N,1
1.56101E+12,3.32E+08,a20,1000,Merc147,A102,ca,1,0,1,0,N,0
1.56136E+12,3.33E+08,a186,2197,Merc148,A70,md,1,1,0,0,N,0
1.56171E+12,3.36E+08,a187,703,Merc04,A103,tx,1,0,1,PUR,B,4012PURB
1.56207E+12,3.39E+08,a188,20000,Merc149,A16,wi,1,1,0,1,N,1
1.56243E+12,3.40E+08,a189,22000,Merc34,A104,oh,1,0,1,WTD,C,4012WTDC
1.56279E+12,3.42E+08,a190,3245,Merc150,A105,ca,1,1,0,20,N,20
1.56315E+12,3.44E+08,a191,6000,Merc151,A16,co,1,1,0,1,N,1
1.56351E+12,3.44E+08,a192,978,Merc152,A106,mo,1,1,0,0,N,0
1.56387E+12,3.45E+08,a193,25000,Merc34,A107,pa,1,1,0,WTD,C,4011WTDC
1.56424E+12,3.47E+08,a194,728,Merc35,A04,mo,1,0,1,PUR,B,4012PURB
1.56461E+12,3.47E+08,a195,15000,Merc07,A07,nj,1,1,0,WTD,C,4011WTDC
1.56498E+12,3.48E+08,a196,1205,Merc153,A108,va,1,1,0,0,N,0
1.56536E+12,3.50E+08,a197,11779,Merc154,A70,wv,1,0,1,0,N,0
1.56573E+12,3.52E+08,a198,2867,Merc155,A109,fl,1,1,0,PUR,B,4011PURB
1.56611E+12,3.55E+08,a199,3927,Merc156,A110,ca,1,1,0,0,N,0
1.5665E+12,3.57E+08,a200,16000,Merc34,A31,ca,1,1,0,WTD,C,4011WTDC
1.56688E+12,3.60E+08,a201,5900,Merc04,A111,ca,1,1,0,PUR,B,4011PURB
1.56727E+12,3.62E+08,a202,1217,Merc157,A37,pa,1,0,1,PUR,B,4012PURB
1.56766E+12,3.64E+08,a203,439,Merc84,A31,mt,1,1,0,PUR,B,4011PURB
1.56805E+12,3.67E+08,a204,864,Merc158,A07,pa,1,0,1,PUR,B,4012PURB
1.56845E+12,3.67E+08,a205,6407,Merc159,A91,ca,1,0,1,0,N,0
1.56884E+12,3.69E+08,a206,2000,Merc160,A112,nc,1,0,1,1,N,1
1.56924E+12,3.70E+08,a207,2514,Merc161,A88,ks,1,1,0,0,N,0
1.56964E+12,3.74E+08,a208,6000,Merc162,A19,ca,1,1,0,1,N,1
1.57005E+12,3.74E+08,a209,6000,Merc163,A103,oh,1,0,1,WTD,A,4012WTDA
1.57045E+12,3.75E+08,a69,20000,Merc34,A49,tx,1,1,0,WTD,C,4011WTDC
1.57085E+12,3.78E+08,a210,1000,Merc164,A113,ca,1,0,0,PCP,B,4013PCPB
1.57126E+12,3.78E+08,a211,666,Merc165,A114,ny,1,1,0,PUR,B,4011PURB
1.57167E+12,3.79E+08,a212,24000,Merc135,A08,ks,1,1,0,WTD,A,4011WTDA
1.57208E+12,3.79E+08,a188,20000,Merc149,A38,pa,1,0,1,1,N,1
1.57249E+12,3.80E+08,a213,20000,Merc166,A20,nc,1,0,1,WTD,A,4012WTDA
1.5729E+12,3.80E+08,a214,946,Merc167,A115,tn,1,1,0,0,N,0
1.57332E+12,3.82E+08,a215,8431,Merc168,A116,fl,1,1,0,9,N,9
1.57373E+12,3.85E+08,a216,5479,Merc169,A117,mo,1,1,0,PUR,B,4011PURB
1.57415E+12,3.86E+08,a217,2698,Merc170,A06,in,1,1,0,0,N,0
1.57458E+12,3.87E+08,a218,3318,Merc171,A118,nv,1,1,0,0,N,0
1.575E+12,3.90E+08,a219,8000,Merc172,A111,wa,1,0,1,WTD,C,4012WTDC
1.57543E+12,3.92E+08,a220,4215,Merc173,A119,mo,1,0,1,9,N,9
1.57586E+12,3.93E+08,a221,317,Merc174,A120,tx,1,0,1,0,N,0
1.57629E+12,3.94E+08,a222,4748,Merc175,A66,va,1,1,0,9,N,9
1.57672E+12,3.97E+08,a223,2000,Merc176,A121,ca,1,1,0,0,N,0
1.57716E+12,3.98E+08,a224,664,Merc177,A39,pa,1,1,0,0,N,0
1.57759E+12,3.99E+08,a225,105,Merc178,A04,ut,1,1,0,PUR,B,4011PURB
1.57803E+12,4.01E+08,a226,30000,Merc07,A07,nc,1,0,1,WTD,A,4012WTDA
1.57847E+12,4.02E+08,a227,2505,Merc179,A04,oh,1,0,0,PCP,B,4013PCPB
1.5789E+12,4.02E+08,a228,500,Merc180,A04,va,1,0,0,PCP,B,4013PCPB
1.57934E+12,4.03E+08,a229,3712,Merc181,A20,fl,1,1,0,PUR,B,4011PURB
1.57978E+12,4.04E+08,a230,10317,Merc182,A37,ne,1,1,0,PUR,B,4011PURB
1.58022E+12,4.08E+08,a231,2756,Merc183,A122,tx,1,0,0,PCP,B,4013PCPB
1.58066E+12,4.08E+08,a232,10000,Merc184,A123,tx,1,1,0,1,N,1
1.58111E+12,4.09E+08,a233,11053,Merc04,A124,oh,1,1,0,0,N,0
1.58156E+12,4.10E+08,a40,687,Merc37,A71,sc,1,1,0,0,N,0
1.58201E+12,4.11E+08,a234,9383,Merc185,A71,pa,1,1,0,0,N,0
1.58246E+12,4.14E+08,a235,2028,Merc186,A125,sc,1,1,0,0,N,0
1.58291E+12,4.15E+08,a236,36000,Merc34,A67,mo,1,1,0,DEP,C,4011DEPC
1.58337E+12,4.16E+08,a49,633,Merc187,A04,ky,1,0,1,PUR,B,4012PURB
1.58382E+12,4.19E+08,a237,1374,Merc188,A126,ma,1,0,1,0,N,0
1.58428E+12,4.20E+08,a238,1726,Merc189,A127,md,1,1,0,9,N,9
1.58474E+12,4.21E+08,a239,1077,Merc190,A128,oh,1,1,0,0,N,0
1.5852E+12,4.21E+08,a240,17500,Merc34,A58,ca,1,1,0,WTD,C,4011WTDC
1.58566E+12,4.24E+08,a241,5862,Merc14,A129,in,1,0,1,9,N,9
1.58613E+12,4.25E+08,a242,7347,Merc191,A120,ma,1,1,0,0,N,0
1.58659E+12,4.27E+08,a243,0,Merc192,A130,pa,1,0,1,31,N,31
1.58706E+12,4.30E+08,a244,4286,Merc193,A19,nj,1,1,0,0,N,0
1.58753E+12,4.33E+08,a245,6360,Merc194,A131,id,1,1,0,0,N,0
1.588E+12,4.35E+08,a246,4204,Merc195,A76,ut,1,0,1,0,N,0
1.58847E+12,4.37E+08,a247,0,Merc31,A13,tx,0,0,1,56,N,56
1.58895E+12,4.37E+08,a248,767,Merc196,A19,mi,1,1,0,0,N,0
1.58942E+12,4.38E+08,a249,784,Merc197,A132,ks,1,1,0,0,N,0
1.5899E+12,4.40E+08,a250,13585,Merc04,A120,ga,1,0,1,0,N,0
1.59038E+12,4.42E+08,a251,546,Merc198,A40,ca,1,1,0,PUR,B,4011PURB
1.59086E+12,4.44E+08,a252,2165,Merc58,A61,mi,1,1,0,0,N,0
1.59134E+12,4.46E+08,a253,10993,Merc199,A133,az,1,0,1,0,N,0
1.59183E+12,4.46E+08,a254,10000,Merc200,A29,id,1,1,0,0,N,0
1.59232E+12,4.49E+08,a255,24000,Merc201,A134,mo,1,0,1,1,N,1
1.59281E+12,4.51E+08,a256,2363,Merc202,A35,tx,1,0,1,PUR,B,4012PURB
1.5933E+12,4.52E+08,a257,4280,Merc203,A135,sc,1,1,0,0,N,0
1.59379E+12,4.55E+08,a258,3346,Merc13,A136,mo,1,1,0,50,N,50
1.59429E+12,4.56E+08,a259,7843,Merc204,A30,pa,1,1,0,PUR,B,4011PURB
1.59479E+12,4.59E+08,a260,3171,Merc205,A45,sc,1,1,0,PUR,B,4011PURB
1.59528E+12,4.59E+08,a261,5930,Merc206,A16,in,1,1,0,0,N,0
1.59579E+12,4.62E+08,a262,499,Merc207,A105,wa,1,1,0,0,N,0
1.59629E+12,4.64E+08,a263,7862,Merc14,A137,pa,1,1,0,0,N,0
1.5968E+12,4.66E+08,a264,2994,Merc208,A138,tn,1,0,1,0,N,0
1.5973E+12,4.67E+08,a265,2430,Merc14,A38,pa,1,0,1,9,N,9
1.59781E+12,4.68E+08,a266,0,Merc209,A102,ca,1,0,1,31,N,31
1.59832E+12,4.70E+08,a267,592,Merc84,A04,mi,1,0,1,PUR,B,4012PURB
1.59883E+12,4.71E+08,a268,3485,Merc210,A61,nc,1,1,0,0,N,0
1.59935E+12,4.72E+08,a269,1709,Merc211,A40,ms,1,1,0,PUR,B,4011PURB
1.59986E+12,4.73E+08,a270,30000,Merc212,A30,in,1,1,0,WTD,A,4011WTDA
1.60037E+12,4.76E+08,a271,6000,Merc135,A08,ga,1,1,0,WTD,A,4011WTDA
1.60089E+12,4.79E+08,a272,6508,Merc213,A37,tx,1,0,1,PUR,B,4012PURB
1.60141E+12,4.81E+08,a273,687,Merc214,A16,il,1,1,0,0,N,0
1.60192E+12,4.82E+08,a274,9100,Merc215,A37,la,1,0,1,PRA,B,1012PRAB
1.60245E+12,4.85E+08,a275,2561,Merc216,A139,ga,1,1,0,0,N,0
1.60297E+12,4.87E+08,a276,0,Merc217,A140,sc,1,0,1,31,N,31
1.6035E+12,4.87E+08,a277,1087,Merc218,A19,pa,1,1,0,0,N,0
1.60402E+12,4.90E+08,a276,0,Merc219,A141,sc,1,0,1,ABI,A,2012ABIA
1.60455E+12,4.92E+08,a278,1577,Merc14,A19,nc,1,1,0,0,N,0
1.60509E+12,4.92E+08,a279,10035,Merc220,A142,in,1,0,1,PRA,B,1012PRAB
1.60562E+12,4.96E+08,a280,14112,Merc221,A143,co,1,1,0,0,N,0
1.60616E+12,4.99E+08,a281,647,Merc222,A61,in,1,1,0,0,N,0
1.60669E+12,5.02E+08,a282,10000,Merc223,A144,fl,1,1,0,0,N,0
1.60723E+12,5.02E+08,a283,65,Merc224,A19,ca,1,1,0,0,N,0
1.60777E+12,5.05E+08,a284,9900,Merc225,A145,ca,1,1,0,0,N,0
1.60832E+12,5.08E+08,a285,860,Merc226,A61,tx,1,1,0,0,N,0
1.60886E+12,5.09E+08,a286,3926,Merc227,A146,il,1,0,1,0,N,0
1.60941E+12,5.10E+08,a287,1390,Merc228,A147,fl,1,1,0,0,N,0
1.60995E+12,5.12E+08,a288,7500,Merc33,A120,nv,1,0,1,0,N,0
1.6105E+12,5.13E+08,a289,2229,Merc229,A42,tx,1,0,1,PUR,B,4012PURB
1.61105E+12,5.14E+08,a290,1022,Merc230,A69,ma,1,1,0,0,N,0
1.6116E+12,5.16E+08,a291,3319,Merc231,A54,ne,1,0,1,0,N,0
